year,state,quarter,suppression,totalRX
2018,SD,2,T,0
2018,SD,3,F,129
2018,SD,3,T,0
2018,SD,4,F,140
2018,SD,4,T,0
2018,TN,1,F,4310
2018,TN,1,T,0
2018,TN,2,F,4418
2018,TN,2,T,0
2018,TN,3,F,4478
2018,TN,3,T,0
2018,TN,4,F,4644
2018,TN,4,T,0
2018,TX,1,F,8202
2018,TX,1,T,0
2018,TX,2,F,8714
2018,TX,2,T,0
2018,TX,3,F,8715
2018,TX,3,T,0
2018,TX,4,F,8641
2018,TX,4,T,0
2018,UT,1,F,651
2018,UT,1,T,0
2018,UT,2,F,601
2018,UT,2,T,0
2018,UT,3,F,518
2018,UT,3,T,0
2018,UT,4,F,649
2018,UT,4,T,0
2018,VA,1,F,4611
2018,VA,1,T,0
2018,VA,2,F,4153
2018,VA,2,T,0
2018,VA,3,F,4277
2018,VA,3,T,0
2018,VA,4,F,4171
2018,VA,4,T,0
2018,VT,1,F,305
2018,VT,1,T,0
2018,VT,2,F,332
2018,VT,2,T,0
2018,VT,3,F,396
2018,VT,3,T,0
2018,VT,4,F,328
2018,VT,4,T,0
2018,WA,1,F,6741
2018,WA,1,T,0
2018,WA,2,F,6770
2018,WA,2,T,0
2018,WA,3,F,6806
2018,WA,3,T,0
2018,WA,4,F,6709
2018,WA,4,T,0
2018,WI,1,F,4664
2018,WI,1,T,0
2018,WI,2,F,4653
2018,WI,2,T,0
2018,WI,3,F,4680
2018,WI,3,T,0
2018,WI,4,F,4512
2018,WI,4,T,0
2018,WV,1,F,4587
2018,WV,1,T,0
2018,WV,2,F,4601
2018,WV,2,T,0
2018,WV,3,F,4480
2018,WV,3,T,0
2018,WV,4,F,4421
2018,WV,4,T,0
2018,WY,1,F,73
2018,WY,1,T,0
2018,WY,2,F,67
2018,WY,2,T,0
2018,WY,3,F,93
2018,WY,3,T,0
2018,WY,4,F,89
2018,WY,4,T,0
2019,AK,1,F,634
2019,AK,1,T,0
2019,AK,2,F,655
2019,AK,2,T,0
2019,AK,3,F,587
2019,AK,3,T,0
2019,AK,4,F,564
2019,AK,4,T,0
2019,AL,1,F,2938
2019,AL,1,T,0
2019,AL,2,F,3232
2019,AL,2,T,0
2019,AL,3,F,2718
2019,AL,3,T,0
2019,AL,4,F,2852
2019,AL,4,T,0
2019,AR,1,F,1701
2019,AR,1,T,0
2019,AR,2,F,1569
2019,AR,2,T,0
2019,AR,3,F,1511
2019,AR,3,T,0
2019,AR,4,F,1577
2019,AR,4,T,0
2019,AZ,1,F,6288
2019,AZ,1,T,0
2019,AZ,2,F,6344
2019,AZ,2,T,0
2019,AZ,3,F,6330
2019,AZ,3,T,0
2019,AZ,4,F,6243
2019,AZ,4,T,0
2019,CA,1,F,50063
2019,CA,1,T,0
2019,CA,2,F,50432
2019,CA,2,T,0
2019,CA,3,F,51491
2019,CA,3,T,0
2019,CA,4,F,49556
2019,CA,4,T,0
2019,CO,1,F,2890
2019,CO,1,T,0
2019,CO,2,F,3113
2019,CO,2,T,0
2019,CO,3,F,3324
2019,CO,3,T,0
2019,CO,4,F,2939
2019,CO,4,T,0
2019,CT,1,F,2845
2019,CT,1,T,0
2019,CT,2,F,2880
2019,CT,2,T,0
2019,CT,3,F,2847
2019,CT,3,T,0
2019,CT,4,F,2806
2019,CT,4,T,0
2019,DC,1,F,907
2019,DC,1,T,0
2019,DC,2,F,941
2019,DC,2,T,0
2019,DC,3,F,924
2019,DC,3,T,0
2019,DC,4,F,922
2019,DC,4,T,0
2019,DE,1,F,704
2019,DE,1,T,0
2019,DE,2,F,777
2019,DE,2,T,0
2019,DE,3,F,784
2019,DE,3,T,0
2019,DE,4,F,791
2019,DE,4,T,0
2019,FL,1,F,8662
2019,FL,1,T,0
2019,FL,2,F,8592
2019,FL,2,T,0
2019,FL,3,F,8731
2019,FL,3,T,0
2019,FL,4,F,8449
2019,FL,4,T,0
2019,GA,1,F,6241
2019,GA,1,T,0
2019,GA,2,F,6227
2019,GA,2,T,0
2019,GA,3,F,6096
2019,GA,3,T,0
2019,GA,4,F,6098
2019,GA,4,T,0
2019,HI,1,F,4224
2019,HI,1,T,0
2019,HI,2,F,3929
2019,HI,2,T,0
2019,HI,3,F,4031
2019,HI,3,T,0
2019,HI,4,F,3965
2019,HI,4,T,0
2019,IA,1,F,1177
2019,IA,1,T,0
2019,IA,2,F,1243
2019,IA,2,T,0
2019,IA,3,F,1350
2019,IA,3,T,0
2019,IA,4,F,1307
2019,IA,4,T,0
2019,ID,1,F,588
2019,ID,1,T,0
2019,ID,2,F,676
2019,ID,2,T,0
2019,ID,3,F,757
2019,ID,3,T,0
2019,ID,4,F,697
2019,ID,4,T,0
2019,IL,1,F,14282
2019,IL,1,T,0
2019,IL,2,F,15310
2019,IL,2,T,0
2019,IL,3,F,15729
2019,IL,3,T,0
2019,IL,4,F,15572
2019,IL,4,T,0
2019,IN,1,F,5573
2019,IN,1,T,0
2019,IN,2,F,5522
2019,IN,2,T,0
2019,IN,3,F,5546
2019,IN,3,T,0
2019,IN,4,F,5350
2019,IN,4,T,0
2019,KS,1,F,924
2019,KS,1,T,0
2019,KS,2,F,941
2019,KS,2,T,0
2019,KS,3,F,904
2019,KS,3,T,0
2019,KS,4,F,875
2019,KS,4,T,0
2019,KY,1,F,11521
2019,KY,1,T,0
2019,KY,2,F,11431
2019,KY,2,T,0
2019,KY,3,F,11541
2019,KY,3,T,0
2019,KY,4,F,11096
2019,KY,4,T,0
2019,LA,1,F,8875
2019,LA,1,T,0
2019,LA,2,F,8908
2019,LA,2,T,0
2019,LA,3,F,9083
2019,LA,3,T,0
2019,LA,4,F,9069
2019,LA,4,T,0
2019,MA,1,F,6811
2019,MA,1,T,0
2019,MA,2,F,7757
2019,MA,2,T,0
2019,MA,3,F,6953
2019,MA,3,T,0
2019,MA,4,F,7181
2019,MA,4,T,0
2019,MD,1,F,5197
2019,MD,1,T,0
2019,MD,2,F,5443
2019,MD,2,T,0
2019,MD,3,F,4842
2019,MD,3,T,0
2019,MD,4,F,5027
2019,MD,4,T,0
