year,gennme,state,quarter,totalRXImputed
2020,Febuxostat,WA,3,99
2020,Allopurinol,WA,4,6183
2020,Febuxostat,WA,4,82
2020,Allopurinol,WI,1,4247
2020,Febuxostat,WI,1,281
2020,Allopurinol,WI,2,4498
2020,Febuxostat,WI,2,288
2020,Allopurinol,WI,3,4733
2020,Febuxostat,WI,3,258
2020,Allopurinol,WI,4,4847
2020,Febuxostat,WI,4,248
2020,Allopurinol,WV,1,4131
2020,Febuxostat,WV,1,73
2020,Allopurinol,WV,2,3914
2020,Febuxostat,WV,2,52
2020,Allopurinol,WV,3,3775
2020,Febuxostat,WV,3,42
2020,Allopurinol,WV,4,3451
2020,Febuxostat,WV,4,33
2020,Allopurinol,WY,1,56
2020,Allopurinol,WY,2,26
2020,Allopurinol,WY,3,38
2020,Febuxostat,WY,3,0
2020,Allopurinol,WY,4,32
2020,Febuxostat,WY,4,0
